source_id,model_name,prompt_type,generated_abstract,temperature,top_p
2-s2.0-105028421066,llama-3.1,factual,"Predictive Modeling for Timely Identification of Febrile Patients Requiring Hospitalization in Emergency Departments

The timely identification of febrile patients necessitating hospitalization remains a pressing concern within Emergency Departments (EDs). Delayed intervention can lead to increased mortality, underscoring the need for effective predictive models. This study presents an innovative approach utilizing pre-trained language models to forecast ED disposition decisions based on triage information from 25,405 febrile patient visits. A predictive model was developed and validated using vital signs and self-reported symptoms to identify patients requiring hospitalization or readmission within a 72-hour window. The proposed methodology involves transforming numerical vital signs into narrative text, enabling the integration of clinical narratives through a novel architecture. The results demonstrate superior performance compared to traditional machine learning methods and biomedical language models, with area under the receiver operating characteristic curve (AUROC) values reaching 0.9226, area under the precision-recall curve (AUPRC) at 0.8767, and macro F₁-score of 0.8446. Notably, demographic patterns emerged, indicating a higher likelihood of hospitalization among elderly patients, males, and those arriving by ambulance. This predictive model addresses critical ED challenges by facilitating early patient identification, reducing inappropriate discharges, and optimizing resource allocation, ultimately enhancing patient outcomes and ED efficiency.",0.4,0.9
2-s2.0-105028394600,llama-3.1,factual,"This study investigates the interplay between genetic predisposition, lifestyle, and all-cause mortality in the context of obesity. Despite the well-documented influence of genetics on body weight, the complex relationships among genetic susceptibility to obesity, lifestyle choices, and increased risk of mortality remain poorly understood. To address this knowledge gap, we developed and validated a machine learning model that integrates genetic data from two large cohorts: 482,700 UK Biobank participants and 8,607 Nanfang Hospital participants. The model generates an obesity-related polygenic risk score (OPRS), which enables the evaluation of associations between genetic risk of obesity, lifestyle factors, and all-cause mortality. Our results indicate that a high OPRS is significantly correlated with increased all-cause mortality, particularly among individuals with normal weight or overweight status. Notably, adherence to four healthy lifestyle factors among individuals with high genetic risk of obesity was found to reduce the risk of all-cause mortality by 59% compared to those without such lifestyle modifications. These findings highlight the critical role of genetics in determining obesity-related health outcomes and underscore the importance of a healthy lifestyle in mitigating the adverse effects of genetic predisposition on mortality risk.",0.4,0.9
2-s2.0-105028393927,llama-3.1,factual,"In post-mastectomy reconstruction, precise estimation of breast volume and weight is crucial for optimal outcomes. However, existing methods often involve significant costs or complexity. To address these limitations, we developed a machine learning framework that utilizes demographic and anthropometric data to predict breast volume and weight. Our study involved collecting data from 199 patients between 2021 and 2023, which underwent rigorous pre-processing, feature selection, model training, and performance evaluation. We employed three distinct feature selection techniques: domain expert knowledge, Spearman's rank correlation, and the Boruta algorithm. Each feature set was used to train a range of models, including linear regression, random forest regression, and support vector regression. Model performance was assessed using metrics such as R2 values and Pearson's correlation coefficient. Notably, significant correlations were observed between breast volume or weight and patient characteristics like BMI, breast cup size, ptosis severity, and anthropometric measurements. The optimal model, combining domain-expert and statistically selected features via linear regression, achieved R2 values of 81.8% for breast volume and 72% for breast weight. These findings demonstrate that integrating machine learning with demographic and anthropometric data yields a highly accurate, interpretable, and accessible method for preoperative breast assessment. In contrast to conventional imaging or mathematical models, this approach eliminates costs related to equipment, relies on routinely collected clinical data, reduces the need for specialized training, and enables seamless integration into existing clinical workflows. By overcoming traditional methods' limitations, our proposed model provides a practical, efficient, and cost-effective solution for clinical practice.",0.4,0.9
2-s2.0-105028387170,llama-3.1,factual,"The phenomenon of fracture has far-reaching implications across various disciplines, encompassing infrastructure resilience, aerospace durability, reservoir productivity, and seismic event analysis. To address the need for accurate material failure prediction, this study presents a diverse dataset of simulated fracture evolution and material degradation generated using two numerical solvers: the phase-field method and the combined finite-discrete element method (FDEM). These solvers exhibit distinct formulations, physical fidelity levels, and computational efficiency characteristics.

The dataset comprises five materials: PBX, anisotropic shale, tungsten, aluminum, and steel. For each material, extensive phase-field simulations were conducted, totaling 400,000 cases: 200,000 under uniaxial tension and 200,000 under biaxial tension. In contrast, the computationally intensive FDEM simulations consisted of 90,000 cases, evenly distributed among PBX, shale, and tungsten under uniaxial loading conditions. All simulations initiated with randomly generated initial fracture patterns, capturing temporal data on fracture propagation dynamics.

This comprehensive dataset is designed to facilitate the development of foundational or surrogate machine learning approaches for predicting material failure. By providing a robust foundation for future research, this study aims to advance innovation in areas where accurate material failure prediction is critical. While no specific machine learning models are introduced here, the presented dataset serves as a crucial stepping stone for advancing predictive capabilities in these domains.",0.4,0.9
2-s2.0-105028378052,llama-3.1,factual,"Here is a rewritten abstract based on the source text:

Developmental dysgraphia is a complex neurological disorder that significantly impairs children's writing abilities, making accurate diagnosis particularly challenging due to its heterogeneous symptoms and frequent co-occurrence with other disorders. Recent research has explored machine learning approaches for dysgraphia diagnosis using either offline or online handwriting data, but these studies have typically analyzed the two modalities separately, neglecting the potential benefits of integrating them. To address this limitation, we propose a novel multimodal machine learning approach that combines both online and offline handwriting data to improve diagnostic accuracy. A unique dataset was created by transforming an existing online handwriting dataset into its offline counterpart, allowing for a comprehensive analysis of word types, including simple words, pseudowords, and difficult words. We employed support vector machines (SVM) and extreme gradient boosting (XGBoost) classifiers on both online and offline features, as well as multimodal feature fusion and soft-voted ensemble methods. Additionally, we introduced an innovative ensemble with conditional feature fusion, which selectively integrates feature-level fusion when confidence scores fall below a certain threshold. Our proposed approach achieved an impressive accuracy of 88.8%, outperforming single-modality SVMs by 12-14 percentage points and existing methods by 8-9 percentage points. This methodology offers significant contributions to the preliminary screening of handwriting difficulties through multimodal analysis of word/pseudoword data, providing a promising initial assessment tool that supports dysgraphia diagnosis. The findings highlight the potential of multimodal learning in enhancing dysgraphia assessment, paving the way for more accessible and effective diagnostic tools.",0.4,0.9
2-s2.0-105028376740,llama-3.1,factual,"The development of effective recommender systems has been hindered by their reliance on a single type of user-item interaction, such as purchases or ratings. In contrast, real-world users exhibit diverse behaviors, including clicks and cart additions, which provide a more nuanced understanding of their preferences. To capitalize on these varied interactions, multi-behavior recommender systems have emerged as a promising approach, leveraging multiple types of user behavior to enhance recommendation accuracy.

This study aims to provide an in-depth examination of the current state of multi-behavior recommender systems, focusing on three critical components: data modeling, encoding, and training. Through a systematic analysis, we categorize existing approaches based on their similarities and differences across these steps, highlighting both the strengths and limitations of each method. Our investigation also explores potential avenues for advancing this field, including novel techniques for representing multi-behavior interactions and optimizing machine learning models.

By reviewing the current landscape of multi-behavior recommender systems and identifying areas for improvement, our research seeks to inform the development of more effective recommendation algorithms that can capture the complexity of real-world user behavior.",0.4,0.9
2-s2.0-105028339007,llama-3.1,factual,"The development of coagulation factor X (FXa) inhibitors has been a significant area of research in recent years, with a focus on creating safer and more selective therapeutic agents. Despite the progress made, there remains a pressing need for improved predictive models that can accurately identify potential FXa inhibitors from large datasets of small molecules. This study addresses this challenge by developing an interpretable machine learning-based quantitative structure-activity relationship (QSAR) framework to predict both the inhibitory potency and activity class of compounds targeting FXa. A comprehensive dataset of 6400 structurally curated compounds was compiled from ChEMBL, standardized, and encoded using a set of 391 non-redundant Mordred descriptors. Benchmarking experiments revealed that ExtraTreesRegressor and XGBoostClassifier were the most robust models for regression and classification tasks, respectively. The proposed QSAR pipeline achieved impressive performance metrics, with an R2 value of 0.760 and RMSE of 0.831 in regression, as well as accuracy, balanced precision, recall, and ROC-AUC values of 0.91, 0.92, 0.90, and 0.962 in classification. SHAP analysis provided valuable insights into the underlying mechanisms driving FXa inhibitory potency, highlighting the importance of electrostatic, topological, and polar surface descriptors. The applicability domain assessment confirmed that the model's predictions were reliable for both training and test sets. Overall, this study presents a robust and interpretable QSAR framework that offers a practical computational tool for virtual screening and rational design of novel FXa inhibitors.",0.4,0.9
2-s2.0-105028337176,llama-3.1,factual,"This study examines the graph recitation and generation capabilities of Large Language Models (LLMs), with implications for their emergent properties and potential applications in network science. We investigate two tasks: first, LLMs' ability to accurately recall well-known graphs from literature, such as the Karate club or Graph atlas; second, their capacity to generate Erdős–Rényi random graphs. To assess errors, we propose a metric focusing on hallucination – incorrect information presented as factual. Our results indicate that graph hallucinations can serve as a distinguishing feature among LLMs, with higher amplitudes correlating with superior performance in the recitation task. Notably, this correlation is observed even when considering the Hallucination Leaderboard, which ranks models based on 10,000 times more prompts than our study. In contrast, LLMs exhibit surprisingly good and reproducible results in generating Erdős–Rényi random graphs. These findings provide a starting point for further investigation into LLMs' emergent capabilities and offer a challenging benchmark for their development. The intersection of network science and machine learning is highlighted through this research, underscoring the potential for LLMs to contribute meaningfully to both fields.",0.4,0.9
2-s2.0-105028331260,llama-3.1,factual,"The subjective nature of pain presents significant challenges for accurate assessment in clinical practice, with traditional methods relying heavily on self-reported measures that can be influenced by individual differences in communication skills and emotional expression. Recent research has highlighted the potential of physiological signals to provide an objective measure of pain, capitalizing on the well-documented impact of pain on the Autonomic Nervous System. This study contributes to this growing area of interest by examining the application of machine learning techniques to physiological signal analysis for pain assessment.

A comprehensive review of the literature was conducted, focusing on studies published between 2014 and 2024 that explored the use of machine learning methods for pain biomarker development. The findings are organized around two key themes: first, an examination of the variability in signal feature behavior across different pain types, and second, a critical evaluation of current state-of-the-art models developed using classical machine learning and deep learning approaches.

The results demonstrate the potential of machine learning-based approaches to provide accurate and objective assessments of pain, highlighting areas for future research and development. The study's findings have significant implications for the advancement of pain assessment techniques in clinical practice, with potential applications in both acute and chronic pain management settings.",0.4,0.9
2-s2.0-105028311635,llama-3.1,factual,"The widespread adoption of machine learning algorithms has underscored their susceptibility to adversarial attacks, which can be perpetrated by manipulating input data with subtle yet effective tampering techniques. As quantum computing capabilities continue to advance, the prospect of harnessing quantum machine learning (QML) algorithms has sparked interest in their potential vulnerabilities to such attacks. This study investigates the inherent properties of QML algorithms that may confer resistance against adversarial manipulation, examining whether quantum effects can provide a safeguard against classically-armed adversaries. By drawing on tools from many-body physics, we identify the quantum mechanisms underlying this protection and demonstrate its efficacy in various scenarios. Our results reveal that quantum classifiers exhibit robustness against specific types of attacks: they are impervious to weak perturbations within the trained distribution, resilient to local attacks if they fail to induce sufficient data scrambling, and show evidence of resistance against universal adversarial attacks when sufficiently chaotic. Numerical simulations corroborate our analytical findings, underscoring the practical applicability of QML in mitigating adversarial vulnerabilities. This research contributes a theoretical foundation for recent empirical evidence suggesting quantum advantages in detecting adversarial robustness, thereby offering a novel pathway to leveraging QML's potential benefits beyond traditional performance enhancements.",0.4,0.9
2-s2.0-105028311434,llama-3.1,factual,"The accurate assessment of railway infrastructure is crucial for ensuring operational safety and efficiency. However, the development of data-driven methods for this purpose has been hindered by the lack of large-scale, finely annotated 3D datasets. To address this limitation, we present a novel dataset, SemanticRail3D-V2, which builds upon our previously introduced SemanticRail3D dataset. The latter comprises 438 high-resolution point clouds (approximately 2.8 billion points) in 200 m segments, annotated with 12 semantic classes and instance labels, along with per-point intensity information. In this updated version, we introduce a machine learning-ready preprocessing pipeline that aligns and sections raw scans into uniform blocks. Furthermore, we propose an evaluation protocol that combines metric-based anomaly detection with probabilistic validity analysis of class distributions and spatial relationships. The dataset has been extensively reviewed by railway domain experts to ensure its quality and accuracy, resulting in five training shards, a validation set, and a held-out test set. This rigorously curated benchmark offers a rich source of annotated data for semantic and instance segmentation research in railway environments, with applications in condition monitoring and asset management.",0.4,0.9
2-s2.0-105028310558,llama-3.1,factual,"Here is a rewritten abstract based on the source text:

Clinical Decision Support Systems (CDSS) have been increasingly adopted in healthcare settings to enhance medical decision-making and improve patient outcomes. However, developing rules for these systems can be a time-consuming and costly process due to the complexities involved in capturing and defining the rules through multiple iterations between clinicians and developers. This study investigates the potential of large language models (LLMs) and large reasoning models (LRMs) in generating triaging rule sets for CDSS.

To evaluate their effectiveness, we prompted various LLMs (GPT-3.5, GPT-4, Gemini, Claude 3.5 Sonnet) and LRMs (GPT-o1-mini, Grok-4, Claude 4 Sonnet) using alternative prompting techniques and compared the generated rule sets against a clinical rule set from our Pandemic Intervention Monitoring System (PiMS), a triaging CDSS built in collaboration with clinicians to monitor COVID-19 positive patients. The performance of LLMs was found to be limited when generating rule sets, particularly when not specifying variables from the PiMS rule set. However, by including these variables in the prompts, LLMs achieved an average accuracy between 31.62% and 70.71%. In contrast, LRMs demonstrated improved effectiveness, with average accuracies ranging from 31.62% to 81.70%.

Our findings suggest that while LLMs are limited in emulating clinical rule sets due to their simplicity and lack of complex reasoning, they can still generate a feasible initial rule set for CDSS, potentially reducing the time invested by clinicians and developers in refinement. Furthermore, LRMs showed promise in improving effectiveness, but further research is needed to explore their integration with decision trees to enhance performance.",0.4,0.9
2-s2.0-105028308641,llama-3.1,factual,"The integration of artificial intelligence (AI) in epidemic response has garnered significant attention in recent years due to its potential to predict disease patterns, control outbreaks, and optimize resource allocation. This study focuses on the application of AI in Lassa fever management, a highly infectious and deadly viral hemorrhagic fever prevalent in West Africa. The analysis begins by examining the epidemiological characteristics of Lassa fever, including transmission dynamics and clinical manifestations, which informs the development of AI-driven approaches. Key AI technologies such as machine learning algorithms, deep learning models, and natural language processing techniques are evaluated for their effectiveness in surveillance, diagnostics, and treatment innovation. Notably, predictive modeling has emerged as a promising strategy for outbreak identification and early warning systems. However, the adoption of AI in epidemic contexts is hindered by several challenges, including data scarcity, computational resource constraints, and integration difficulties with existing healthcare infrastructure. This study aims to address these limitations by providing an in-depth examination of AI-driven techniques, recent advancements, and practical implementation strategies tailored to Lassa fever control. By extrapolating insights from this case study, the research seeks to inform stakeholders, policymakers, and healthcare professionals on the strategic deployment of AI to enhance public health preparedness and epidemic management capabilities.",0.4,0.9
2-s2.0-105028308086,llama-3.1,factual,"This study contributes to the advancement of handwritten character recognition by developing a novel dataset designed for rigorous evaluation of machine learning models. Building upon existing NIST Databases, our dataset offers a unique opportunity for researchers to re-examine and refine their approaches in this domain. We provide an overview of prominent publicly available machine learning architectures trained on the EMNIST-letters dataset, highlighting key characteristics and performance metrics. Notably, we identify limitations in current evaluation practices, including the reliance on cross-validation settings that may not accurately reflect real-world scenarios. To address these concerns, our dataset features new, independently generated data that is unaffiliated with the NIST database authors. This enables a more comprehensive assessment of model robustness and generalizability. The dataset and accompanying source codes are made publicly available through the Gdansk Tech University repository Most Wiedzy. Our work aims to foster a deeper understanding of machine learning models in handwritten character recognition, ultimately contributing to improved performance and reliability in this critical application area.",0.4,0.9
2-s2.0-105028303311,llama-3.1,factual,"This study investigates the effectiveness of artificial intelligence (AI) applied to electrocardiography (ECG) for mortality prediction by systematically evaluating model design choices across three large medical center cohorts. Our analysis encompasses a comprehensive evaluation of various neural architectures, including convolutional neural networks and transformers, in comparison with demographic-only and gradient boosting baselines. Three datasets from diverse populations were utilized: Beth Israel Deaconess Medical Center (MIMIC-IV), Telehealth Network of Minas Gerais (Code-15), and Boston Children's Hospital (BCH). The results demonstrate that deep survival methods consistently outperform horizon-based classification, with the inclusion of demographic covariates such as age and sex significantly improving predictive performance. Notably, classifier-Cox models exhibit site-dependent sensitivity to horizon choice, highlighting the need for site-specific calibration. Furthermore, our multi-site experiment reveals that cross-cohort training can substantially improve performance on those cohorts compared to cohort-specific training. These findings underscore the importance of model type, demographic features, and training data diversity in developing AI-ECG models that can be reliably applied across populations.",0.4,0.9
2-s2.0-105028300630,llama-3.1,factual,"In recent years, mental health screening has become increasingly essential in clinical settings due to rising demand. However, traditional assessment methods often involve lengthy and time-consuming procedures that can be burdensome for patients. To address this issue, we propose a novel approach utilizing multimodal machine learning to efficiently screen multiple conditions from a single video response. Our model integrates MPNet for text analysis with HuBERT for voice prosody processing, trained on a dataset comprising 2,420 participants. The results demonstrate that our method can significantly reduce assessment time by 64.6% (78.4 seconds vs 221.7 seconds) while accurately screening for depression, anxiety, and trauma. Notably, only a small proportion of participants (1.4%) expressed reluctance to use video-based screening. Furthermore, the model exhibits strong performance across various demographic groups, including age, gender, and race/ethnicity, underscoring its feasibility as an efficient multi-condition assessment tool in clinical settings.",0.4,0.9
2-s2.0-105028282074,llama-3.1,factual,"Here is a rewritten abstract based on the source:

Cholangiocarcinoma (CCA) poses a significant public health challenge in Thailand, with prevalence rates exceeding those found globally. The heterogeneous nature of CCA data, scattered across various research datasets and electronic health records (EHRs), necessitates an integrated approach to investigate risk factors and develop predictive models. This study aimed to leverage the Cholangiocarcinoma Ontology (CCAO) to integrate and analyze diverse CCA datasets from Thailand, thereby identifying key risk indicators and developing machine learning-based prediction models.

To achieve this goal, we annotated datasets with CCAO and employed ontology-based term enrichment methods, similar to those used in the Gene Ontology. Our analysis identified significant terms associated with CCA, which were visualized within the ontology hierarchy. The enriched terms served as inputs for machine learning classification tasks, enabling us to predict CCA patients with high precision.

The results revealed a range of risk factors, including demographic characteristics (male gender, lack of education) and lifestyle indicators (alcohol consumption, smoking, farming occupation, diabetes). Notably, ultrasound findings from several years prior confirmed the presence of dilated bile ducts, periductal fibrosis, and hepatic mass as critical CCA indicators. We further employed a random forest classifier to predict CCA patients with an average precision-recall curve score of 0.92 (standard deviation: 0.023), highlighting age, dilated bile ducts, periductal fibrosis, suspected CCA, and hepatic mass as the top five important features.

These findings have significant implications for population-focused monitoring and risk reduction strategies in Thailand. By expanding CCAO with molecular data related to CCA using ontology-driven term enrichment analysis and machine learning, we can uncover novel hypotheses to mitigate the morbidity and mortality associated with this devastating disease.",0.4,0.9
2-s2.0-105028279899,llama-3.1,factual,"This study investigates the application of machine learning (ML) algorithms for predicting iron-deficiency anaemia (IDA), a prevalent hematological disorder that significantly impairs physical capacity and cognitive development. Conventional diagnostic methods often have limitations, highlighting the need for more accurate predictive tools. This research aimed to develop and evaluate multiple ML models for IDA prediction using standard blood tests and reticulocyte maturation indices.

The study employed a retrospective cross-sectional design, analysing anonymized data from 444 adults (20–59 years) collected at Shahid Mohammadi Hospital, Iran between November 2024 and January 2025. Five supervised ML algorithms – random forest, support vector machine, decision tree, naive Bayes, and CatBoost – were trained using a 70/30 train-test split. Stratified 10-fold cross-validation and the synthetic minority oversampling technique (SMOTE) were applied for hyperparameter optimization and class-imbalance adjustment.

The results indicate that CatBoost achieved the highest accuracy in predicting IDA among the evaluated models, with an area under the receiver operating characteristic curve (AUC-ROC) of 0.93 on an independent test set. Haemoglobin, haematocrit, and red blood cell count were identified as the most influential predictors through SHapley additive explanations (SHAP) analysis. These findings demonstrate the potential of ML models in enhancing predictive accuracy for IDA diagnosis using standard blood tests and reticulocyte indices.

The use of explainable artificial intelligence (AI) enables physiologically interpretable predictions, which can support earlier detection, more efficient resource allocation, and improved clinical decision-making. This study highlights the promise of incorporating reticulocyte maturation markers into ML-based diagnostic tools in haematology, offering a future direction for more efficient and effective resource utilization in clinical settings.",0.4,0.9
2-s2.0-105028269680,llama-3.1,factual,"The integration of artificial intelligence (AI) and visual art is revolutionizing the field of environmental design by enabling interactive and adaptive installations that respond to changing environments and user emotions. Traditional artworks in public spaces often fail to account for contextual factors, resulting in a static and unengaging experience. To address this limitation, we propose MVAEx-RL, a machine learning framework that leverages reinforcement learning (RL) and multimodal data processing to optimize visual art components in real-time.

MVAEx-RL employs deep learning techniques to analyze images, audio, and sensor readings, extracting features such as color, shape, and texture. These inputs are then fused into a multimodal fusion framework, which provides a comprehensive understanding of the environment. To ensure stable policy updates and efficient exploration-exploitation trade-offs, we incorporate Proximal Policy Optimization (PPO) to augment the learning efficacy and adaptability of the RL agent.

Our results demonstrate that MVAEx-RL outperforms static art and non-optimized RL methods in simulated contexts, yielding higher levels of perceived happiness, visual aesthetics, and contextually. This study contributes to the development of a novel framework for computational art, enabling personalized and adaptive environmental design through the integration of AI and visual art. The proposed system has significant implications for architects, designers, and artists seeking to create immersive and engaging public spaces that respond to the needs and emotions of users.",0.4,0.9
2-s2.0-105028269384,llama-3.1,factual,"The management of cardiac patients with Implantable Cardioverter Defibrillators (ICDs) poses a significant challenge due to the elevated risk of anxiety, depression, or general psychological distress. However, routine psychological screening in cardiology care is often limited, and early identification of vulnerable individuals remains a pressing concern, particularly as healthcare settings transition towards remote monitoring. To address this issue, there is an urgent need for scalable, data-driven tools that can support timely detection and intervention.

This study developed Machine Learning (ML) models to predict anxiety and psychological distress in ICD patients using patient-reported outcomes from the ACQUIRE-ICD dataset, comprising 478 participants. The methodology involved imputing missing values, strategically selecting features, and tuning hyperparameters. A comprehensive evaluation of nine ML algorithms and two ensemble approaches (stacking and voting) was conducted to identify the most effective models. To enhance clinical transparency, the best-performing models were interpreted using SHAP (SHapley Additive exPlanations).

The results demonstrate that the stacking classifier achieved an F1-macro score of 0.93 for anxiety detection, while the light gradient boosting machine reached 0.93 for distress prediction. Feature importance analyses revealed that Mental Health Scores (MCS), loneliness scores, depression and anxiety scales, and quality-of-life indices were the most predictive features. Notably, balancing methods such as SMOTE-ENN did not improve model performance and were excluded from final configurations.

The findings of this study highlight the potential of combining clinical insight, structured preprocessing, and ensemble learning to develop highly accurate and explainable models for detecting psychological distress in ICD patients. The integration of SHAP facilitates interpretability and supports clinical trust, paving the way for scalable decision-support tools in cardiology. Future research should focus on external validation and real-world deployment to further establish the practical utility of these models.",0.4,0.9
2-s2.0-105028157707,llama-3.1,factual,"Here is the rewritten abstract:

Machine learning models often struggle with complex problems due to their reliance on a single view or perspective. To address this limitation, multi-view feature selection has emerged as a promising approach, integrating information from multiple views to select the most crucial and representative features. However, existing methods focus primarily on capturing distributional differences between views, neglecting the impact of noise inherent in multi-view data. This paper addresses this gap by introducing a novel algorithm for noise-tolerant multi-view feature selection. Our framework integrates view weights, sample weights, and feature weights into a unified objective function, which is then optimized using an alternating iterative optimization algorithm. Notably, our approach assigns smaller weights to noisy samples, thereby enhancing the algorithm's robustness to noise contamination. Experimental evaluations on classification and regression tasks demonstrate the superior performance of our proposed algorithm compared to state-of-the-art methods, particularly in scenarios where datasets contain significant amounts of noise. Overall, this research contributes a valuable solution for addressing the challenge of noise in multi-view data, enabling machine learning models to better handle complex problems with improved accuracy and reliability.",0.4,0.9
2-s2.0-105028155747,llama-3.1,factual,"The advent of Beyond 5G (B5G) networks has created an infrastructure capable of supporting the diverse and dynamic communication requirements of Internet of Things (IoT) devices. As a standardized protocol for initiating, modifying, and terminating multimedia sessions over IP networks, Session Initiation Protocol (SIP) has emerged as a promising solution for enabling communication in IoT environments. However, SIP is vulnerable to Distributed Denial of Service (DDoS) threats, with INVITE flooding attacks posing a significant challenge. Traditional Intrusion Detection Systems (IDS) rely on machine learning models trained on local data, which may not be effective in detecting attack patterns observed in other deployment contexts. To address this limitation, we propose a federated learning approach that enables multiple IDS to collaborate and achieve early detection of INVITE flooding attacks across different deployment contexts. Our framework leverages knowledge sharing among participating IDS to enhance the analysis of SIP flooding attacks, improving accuracy from 47% to 99%. Performance evaluations under various scenarios demonstrate the robustness of our proposed framework, with a GRU architecture and FedAvgM aggregation function delivering the best results even in varied conditions. The effectiveness of our approach highlights the potential for federated learning to improve the detection and mitigation of INVITE flooding attacks in SIP-based IoT environments.",0.4,0.9
2-s2.0-105028123241,llama-3.1,factual,"The accuracy of breast cancer survival prediction is a critical aspect of clinical decision-making, and recent advancements in machine learning have facilitated the development of predictive models that incorporate both clinical and demographic features. However, existing models often rely on traditional architectures, such as random forest and support vector machines, which may not fully leverage the complexity of modern datasets. This study investigates the potential of a state-of-the-art deep learning model, Transformers, in breast cancer survival prediction. A comprehensive dataset from 2006 to 2015 was employed, comprising 26 variables with a mix of categorical and numerical features. The performance of Transformer-based models (BERT, RoBERTa, and ALBERT) was compared to that of established machine learning algorithms (random forest, decision tree, support vector machine, logistic regression, k-nearest neighbours, artificial neural network, and extreme gradient boosting). Results indicate that the Transformer models exhibit comparable performance to traditional machine learning approaches, with the ALBERT model achieving an accuracy of 81.1%. Conversely, the logistic regression model demonstrated the highest accuracy among all models at 83.4%. These findings suggest that Transformers can serve as a viable alternative in breast cancer survival prediction studies, offering a promising avenue for future research and clinical applications.",0.4,0.9
2-s2.0-105028067899,llama-3.1,factual,"Arabic Sentiment Analysis through Human-Artificial Intelligence Collaboration

The increasing popularity of social media in the Arab world has generated a pressing need for accurate sentiment analysis tools to gauge public opinion. However, the morphological complexity and dialectical diversity of Arabic pose significant challenges to model performance. This study investigates the interplay between annotation quality and model architecture on the accuracy of Arabic sentiment analysis by comparing traditional machine learning algorithms with transformer-based architectures. A novel dataset was developed through an active annotation strategy that leverages human expertise combined with AI-assisted labelling using Chat Generative Pre-Trained Transformer versions 3.5 and 4.

Our experimental results reveal that the quality of annotations significantly impacts classification performance metrics, including accuracy, precision, recall, and F1-score. Notably, classical machine learning models such as k nearest neighbours, multinomial naïve Bayes, and random forest performed best with AI-generated annotations from ChatGPT 4, reflecting the lexical coherence of these labels. Conversely, context-sensitive models achieved superior results with human-labelled datasets, underscoring the value of human semantic interpretation.

In contrast, transformer-based architectures—AraBERTv2, CAMeL Lab BERT, and XLM-RoBERTa—demonstrated robust contextual understanding and resilience to annotation noise, outperforming all other models. These findings suggest that integrating AI-assisted annotation with transformer-based deep learning provides a scalable and linguistically adaptive framework for Arabic sentiment analysis. This study contributes to both theoretical understanding and practical applications by proposing a balanced human-artificial intelligence annotation paradigm that enhances the efficiency and interpretability of Arabic sentiment analysis models.",0.4,0.9
2-s2.0-105028067882,llama-3.1,factual,"The advent of 6G networks has underscored the imperative to safeguard user data while ensuring high-performance communication. Centralized machine learning models, however, are plagued by issues such as latency, privacy breaches, and performance limitations, particularly when applied to dynamic distributed systems like Human Activity Recognition (HAR). To address these shortcomings, we propose a novel framework that integrates Federated Learning (FL) with Edge Intelligence (EI) and Differential Privacy (DP). This hybrid approach enables decentralized activation of activity recognition models on edge devices, thereby eliminating the need for raw data transfer to central servers. The incorporation of Differential Privacy adds an additional layer of protection against data reconstruction attacks by introducing controlled noise into gradient updates. Our model was evaluated using 5-fold cross-validation on the UCI-HAR dataset and yielded impressive results, with average accuracy, F1-score, and Kappa score values of 99.25, 0.9871, and 0.9909, respectively. Furthermore, our system significantly reduces latency and communication overhead while maintaining high accuracy and privacy guarantees, making it suitable for real-time applications in smart cities, healthcare, and industrial IoT. The integration of FL, EI, and DP represents a significant innovation in edge-based AI schemes, advancing the development of secure and effective 6G systems that prioritize user privacy and enable real-time processing without compromising data confidentiality.",0.4,0.9
2-s2.0-105028065889,llama-3.1,factual,"The increasing reliance of financial institutions on digital platforms has underscored the need for robust fraud detection models that can adapt to evolving fraudulent behaviors. Graph-based approaches have shown promise, but their performance is often hampered by a narrow focus on pre-defined labeled datasets. This limitation makes them susceptible to distributional shifts and adversarial tactics employed by sophisticated fraudsters. To address these concerns, we introduce the concept of Multi-round Adversarial Fraud Detection (MARFD), where the detection model is trained and evaluated in an iterative process on graphs that evolve through generator functions rooted in common fraudulent behavior. This scenario better reflects real-world fraud dynamics while reducing dependence on labeled datasets. Our experiments demonstrate that conventional models struggle to achieve satisfactory multi-round performance, with F1 scores consistently below 56% across subsequent rounds. To bridge this gap, we propose the Temporally Pre-trained Node Embedder (TPNE), a self-supervised pre-training module that extracts and enhances temporal information across multiple rounds. TPNE is both model-agnostic and label-agnostic, yielding significant improvements over state-of-the-art baselines, with up to 4.6% increase in on-round F1 score and up to 32.9% improvement in final recall.",0.4,0.9
